word,descents,true_length
"['3', '1', '2', '1', '1', '2', '1', '1', '2', '3', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['4', '1', '2', '3', '2', '1', '4', '1', '2', '4', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['3', '3', '3', '3', '3', '2', '1', '1', '1', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['4', '0', '4', '0', '4', '2', '1', '2', '1', '3', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['1', '1', '2', '1', '2', '1', '1', '1', '3', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['1', '0', '2', '1', '3', '2', '3', '2', '4', '6', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['2', '2', '2', '2', '2', '1', '3', '1', '3', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['2', '0', '2', '0', '2', '1', '4', '5', '1', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['2', '1', '1', '1', '3', '3', '3', '3', '2', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['2', '1', '2', '1', '4', '1', '4', '1', '3', '1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['2', '2', '1', '2', '3', '1', '3', '1', '1', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['2', '0', '1', '2', '4', '1', '5', '4', '5', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['3', '2', '1', '2', '3', '1', '3', '2', '1', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['4', '2', '1', '3', '4', '5', '1', '2', '3', '1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['3', '1', '3', '1', '3', '2', '2', '1', '1', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['4', '1', '5', '4', '1', '2', '1', '0', '1', '0', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['3', '1', '1', '3', '3', '3', '2', '2', '3', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['4', '1', '4', '0', '4', '0', '2', '0', '4', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['3', '2', '2', '2', '3', '2', '2', '3', '2', '3', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['4', '2', '4', '2', '6', '4', '6', '2', '4', '0', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['2', '2', '3', '2', '1', '2', '1', '2', '1', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['2', '0', '4', '2', '1', '3', '2', '1', '4', '1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['2', '2', '2', '2', '1', '3', '3', '3', '3', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['2', '0', '2', '0', '1', '4', '1', '4', '1', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['1', '3', '1', '3', '2', '1', '1', '2', '2', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['1', '4', '5', '1', '2', '3', '2', '1', '2', '3', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['1', '2', '1', '2', '1', '3', '2', '1', '3', '3', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['1', '2', '3', '1', '2', '4', '6', '1', '5', '1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['3', '3', '1', '3', '3', '1', '1', '3', '2', '3', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['4', '0', '1', '4', '1', '0', '1', '4', '2', '6', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['2', '1', '1', '2', '3', '1', '2', '3', '1', '3', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['2', '1', '2', '0', '4', '1', '2', '4', '1', '5', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['1', '2', '2', '3', '3', '1', '1', '1', '1', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['1', '2', '1', '4', '1', '0', '1', '0', '1', '0', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['1', '2', '2', '3', '2', '3', '3', '3', '3', '3', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['1', '2', '1', '4', '2', '6', '2', '6', '2', '6', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['1', '2', '1', '2', '2', '3', '1', '2', '3', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['1', '2', '3', '1', '3', '4', '5', '2', '6', '4', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['1', '3', '1', '2', '1', '1', '3', '3', '3', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['1', '4', '5', '2', '3', '2', '6', '2', '6', '1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['3', '2', '1', '2', '2', '3', '2', '3', '1', '3', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['4', '2', '1', '3', '1', '4', '2', '6', '1', '5', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['1', '1', '1', '3', '1', '2', '2', '1', '1', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['1', '0', '1', '4', '5', '2', '5', '4', '5', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['2', '1', '3', '3', '1', '1', '2', '3', '3', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['2', '1', '4', '1', '2', '1', '3', '4', '3', '1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['1', '2', '2', '3', '1', '3', '1', '2', '1', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['1', '2', '1', '4', '5', '1', '4', '2', '1', '3', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['1', '2', '3', '2', '3', '1', '3', '3', '3', '3', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['1', '2', '4', '6', '2', '1', '4', '1', '4', '1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['2', '2', '1', '1', '1', '1', '1', '1', '3', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['2', '0', '1', '0', '1', '0', '1', '0', '4', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['3', '2', '1', '2', '3', '2', '2', '3', '3', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['4', '2', '1', '3', '4', '6', '4', '3', '4', '5', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['3', '1', '1', '1', '1', '1', '3', '1', '2', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['4', '1', '4', '1', '4', '1', '5', '4', '2', '1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['2', '3', '2', '1', '2', '2', '1', '3', '3', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['2', '4', '6', '1', '3', '1', '6', '2', '6', '1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['3', '2', '3', '1', '1', '2', '3', '3', '2', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['4', '2', '6', '1', '6', '4', '2', '4', '6', '4', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['2', '2', '3', '2', '3', '3', '3', '1', '1', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['2', '0', '4', '2', '6', '2', '6', '1', '6', '4', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['1', '1', '2', '2', '3', '2', '1', '3', '3', '3', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['1', '0', '2', '0', '4', '2', '1', '4', '1', '4', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['2', '1', '1', '2', '2', '2', '1', '1', '2', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['2', '1', '2', '0', '2', '0', '1', '0', '2', '1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['2', '1', '1', '3', '1', '2', '2', '2', '1', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['2', '1', '2', '4', '1', '2', '1', '2', '3', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['1', '1', '1', '2', '3', '3', '2', '1', '1', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['1', '0', '1', '2', '4', '2', '1', '0', '1', '0', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['2', '2', '2', '2', '2', '3', '3', '2', '3', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['2', '0', '2', '0', '2', '4', '2', '0', '4', '1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['1', '3', '1', '1', '2', '3', '2', '3', '3', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['1', '4', '5', '4', '2', '6', '4', '2', '4', '6', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['2', '3', '1', '2', '2', '3', '1', '3', '3', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['2', '4', '1', '2', '1', '5', '4', '1', '4', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['3', '1', '3', '2', '1', '2', '3', '2', '3', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['4', '1', '5', '2', '3', '1', '4', '2', '6', '1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['3', '1', '2', '1', '3', '3', '3', '3', '3', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['4', '1', '2', '3', '4', '3', '4', '3', '4', '6', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['1', '2', '3', '3', '1', '1', '1', '1', '3', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['1', '2', '4', '2', '3', '2', '3', '2', '4', '6', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['1', '3', '3', '3', '1', '2', '1', '3', '3', '3', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['1', '4', '1', '4', '5', '2', '3', '4', '3', '4', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['1', '3', '2', '2', '2', '3', '1', '3', '1', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['1', '4', '2', '4', '2', '6', '1', '5', '4', '5', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['3', '3', '2', '1', '3', '2', '2', '2', '2', '3', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['4', '0', '2', '1', '4', '2', '4', '2', '4', '1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['3', '3', '3', '3', '3', '1', '1', '2', '3', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['4', '0', '4', '0', '4', '1', '4', '2', '6', '1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['1', '3', '3', '2', '2', '2', '3', '2', '1', '3', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['1', '4', '1', '2', '1', '2', '4', '6', '1', '5', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['2', '2', '3', '2', '2', '2', '2', '3', '1', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['2', '0', '4', '2', '4', '2', '4', '0', '1', '0', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['3', '2', '3', '2', '1', '3', '3', '1', '2', '3', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['4', '2', '6', '4', '1', '5', '1', '4', '6', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['2', '3', '2', '2', '1', '3', '1', '3', '3', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['2', '4', '6', '4', '1', '5', '4', '1', '4', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['1', '3', '1', '2', '2', '2', '2', '2', '2', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['1', '4', '5', '2', '5', '2', '5', '2', '5', '4', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['1', '2', '3', '1', '3', '3', '1', '1', '3', '3', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['1', '2', '4', '1', '5', '1', '4', '1', '5', '1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['2', '2', '3', '3', '1', '3', '3', '3', '1', '3', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['2', '0', '4', '0', '1', '4', '1', '4', '5', '1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['2', '3', '2', '1', '3', '1', '1', '2', '2', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['2', '4', '6', '1', '5', '4', '5', '2', '5', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['3', '2', '1', '1', '3', '2', '2', '2', '3', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['4', '2', '1', '2', '6', '4', '6', '4', '2', '0', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['1', '1', '2', '3', '2', '1', '2', '3', '2', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['1', '0', '2', '4', '6', '1', '3', '4', '6', '1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['1', '3', '3', '1', '2', '2', '2', '2', '1', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['1', '4', '1', '0', '2', '0', '2', '0', '1', '0', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['1', '1', '1', '2', '2', '3', '1', '3', '1', '3', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['1', '0', '1', '2', '1', '4', '5', '1', '4', '0', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['2', '3', '2', '2', '1', '2', '3', '2', '2', '3', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['2', '4', '6', '4', '1', '2', '4', '6', '4', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['2', '2', '1', '3', '3', '2', '3', '1', '2', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['2', '0', '1', '4', '1', '2', '4', '1', '2', '1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['3', '2', '1', '1', '2', '2', '2', '3', '1', '3', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['4', '2', '1', '2', '4', '2', '4', '0', '1', '4', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['1', '3', '3', '2', '3', '1', '1', '1', '2', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['1', '4', '1', '2', '4', '1', '4', '1', '2', '1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['2', '1', '2', '3', '1', '1', '3', '2', '2', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['2', '1', '3', '4', '5', '4', '3', '1', '3', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['2', '1', '3', '3', '1', '1', '1', '3', '1', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['2', '1', '4', '1', '2', '1', '2', '4', '1', '4', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['2', '3', '1', '3', '3', '1', '3', '2', '2', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['2', '4', '1', '5', '1', '4', '2', '0', '2', '0', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['1', '3', '3', '2', '2', '1', '2', '1', '2', '3', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['1', '4', '1', '2', '1', '0', '2', '1', '3', '4', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['2', '3', '3', '1', '1', '1', '2', '1', '2', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['2', '4', '2', '1', '2', '1', '3', '2', '1', '0', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['3', '2', '3', '2', '3', '1', '3', '3', '1', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['4', '2', '6', '4', '2', '1', '4', '1', '2', '0', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['1', '3', '3', '1', '3', '2', '1', '2', '1', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['1', '4', '1', '0', '4', '2', '1', '3', '2', '1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['1', '2', '3', '1', '2', '3', '2', '3', '3', '3', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['1', '2', '4', '1', '2', '4', '6', '2', '6', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['1', '2', '3', '1', '2', '1', '2', '3', '1', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['1', '2', '4', '1', '2', '3', '1', '5', '4', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['1', '2', '3', '2', '2', '3', '2', '3', '2', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['1', '2', '4', '6', '4', '2', '1', '4', '2', '4', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['3', '1', '1', '2', '3', '2', '2', '3', '2', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['4', '1', '4', '2', '6', '4', '6', '2', '4', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['1', '3', '1', '3', '1', '2', '1', '2', '1', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['1', '4', '5', '1', '4', '2', '1', '3', '2', '1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['1', '3', '3', '1', '1', '1', '2', '2', '2', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['1', '4', '1', '0', '1', '0', '2', '0', '2', '1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['3', '3', '2', '3', '3', '1', '3', '1', '2', '3', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['4', '0', '2', '4', '2', '1', '4', '5', '2', '6', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['2', '2', '3', '3', '1', '2', '1', '3', '1', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['2', '0', '4', '0', '1', '2', '3', '4', '5', '4', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['2', '3', '2', '1', '3', '3', '1', '1', '1', '3', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['2', '4', '6', '1', '5', '1', '6', '1', '6', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['2', '2', '1', '2', '2', '3', '1', '2', '3', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['2', '0', '1', '2', '1', '4', '5', '2', '6', '4', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['1', '3', '1', '1', '1', '3', '2', '2', '1', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['1', '4', '5', '4', '5', '1', '2', '1', '4', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['3', '3', '2', '1', '1', '1', '2', '3', '2', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['4', '0', '2', '1', '2', '1', '3', '4', '6', '4', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['3', '3', '1', '1', '2', '2', '3', '1', '2', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['4', '0', '1', '0', '2', '0', '4', '1', '2', '1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['3', '1', '1', '2', '3', '2', '2', '3', '1', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['4', '1', '4', '2', '6', '4', '6', '2', '1', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['3', '3', '2', '1', '1', '3', '1', '3', '2', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['4', '0', '2', '1', '2', '4', '1', '5', '2', '5', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['1', '2', '3', '1', '2', '3', '2', '2', '1', '3', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['1', '2', '4', '1', '2', '4', '6', '4', '1', '5', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['2', '3', '2', '1', '1', '3', '1', '1', '1', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['2', '4', '6', '1', '6', '2', '1', '2', '1', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['1', '3', '2', '3', '3', '1', '3', '3', '3', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['1', '4', '2', '6', '2', '1', '4', '1', '4', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['1', '3', '1', '1', '3', '3', '2', '3', '1', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['1', '4', '5', '4', '1', '4', '2', '6', '1', '6', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['3', '3', '3', '1', '3', '3', '3', '3', '2', '3', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['4', '0', '4', '1', '5', '1', '5', '1', '2', '4', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['1', '3', '1', '2', '2', '1', '3', '1', '3', '3', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['1', '4', '5', '2', '5', '4', '1', '0', '4', '0', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['3', '3', '2', '1', '3', '1', '2', '2', '1', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['4', '0', '2', '1', '4', '5', '2', '5', '4', '5', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['3', '3', '2', '3', '3', '3', '3', '3', '1', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['4', '0', '2', '4', '2', '4', '2', '4', '1', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['2', '3', '3', '3', '1', '3', '3', '1', '1', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['2', '4', '2', '4', '1', '5', '1', '4', '1', '4', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
"['1', '1', '3', '1', '2', '3', '3', '2', '1', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['1', '0', '4', '1', '2', '4', '2', '1', '4', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']",10
