Word (in Normal Form), Descents
abacabbbaba,ab
abacabacacabacabacaba,ab
acbaccacabacaba,a
cbacbacacabacabaca,c
abcabcabacabacabaca,ab
bcabbacabacabacabacabac,b
abcababacbabac,a
cbacbacababacabac,c
acbabacacba,ac
cccabacabba,c
abcabbacabacabac,ab
cababacabacabacaba,c
cbacbacabacabacba,c
acbacacabacababacabac,a
bcabbacabacbbaba,b
acbbabacabacabacab,ac
bcbacababaca,bc
bcabcacabacacaba,bc
cabcabacbacabacabaca,ac
abbacacabacaba,a
cbacbacabacacabacb,c
acbacacabacabacabaca,a
abcbacabacab,a
ccabacacabaca,abc
bacabacababacabacb,b
accabacabacabacabacabac,a
cbacbacbacbaccaba,bc
acbacabacbacabac,a
bbacabacbabac,abc
bcbacabacabacabacb,bc
bcabcabbacabacabac,bc
bcabacabacabbb,bc
cabcabacabacacab,ac
bacabacabacababacaba,b
acababacacab,ac
cabacabacbabacabacabacab,c
bbacbbab,abc
cabcabbbb,c
cbacacabacabacabacac,bc
bacabbabacabac,b
cbacccaba,bc
cabcabcabcabacababac,ac
abacbabacabacabacabacab,ab
cabcabcabcabacabacabacb,ac
bacabacabacababacab,b
bacabbabacb,b
cbaccabacabacabacaba,c
bacbacacbacabacabaca,ab
bcabacacbb,bc
cbacabacbbab,bc
bacabacabacabacbacabac,b
cababacacabacaba,c
bcbacabacacb,bc
babacabacabacabac,ab
cbacbacbacbacbacbacbacbaca,c
cbacbaccabca,c
babacababa,ab
abcbabacababacab,a
acbacbacabacbba,ac
cacabacaca,ac
acacbacabacbba,ac
cbacabacacbacbb,bc
cacabbaba,ac
acabacbbbbaba,ac
abcabcabacabacababa,ab
bcabcabacbacb,b
bcabacabbbab,bc
cbaccabacacaba,c
bacbacabacbabacabacaba,ab
cabacbabacba,c
baccacbb,b
cccabacab,c
ababacbbb,ab
bcabcabacabacabacabacabac,b
bacabacacbacba,b
abcabacacabab,a
bcacbacab,b
acbacacbabac,a
bcabcabbbab,b
acbabacabacabacaba,ac
bacabacacbacb,b
cbaccabacabacabacabac,c
bacacbacb,b
abcabcabcabcabacababac,ab
abbabacac,ab
cbacbacbacbacabacac,c
bcabacbacabacabac,bc
cabcabacabacabacacab,ac
baccabbba,ab
cacababacb,ac
acbacbacacabacabacab,ac
bcabacabacabacababa,bc
abacabacbabacab,ab
ccbacabacbb,bc
acbacbabacba,a
cabacacabbba,c
bcabbacabacbba,b
cabbacbacab,c
cbacabacabacabacbba,bc
acbacabacacabacabac,a
abbacabacabacac,a
cababacabacabacba,c
cacabacacabacabacaba,ac
bcabcabbbbb,b
cbacbacbacabacababaca,bc
cabcacabacabaca,c
acbaccabbaca,a
abbacabacabacababaca,a
ccabacabacabacb,abc
cabbabacabba,c
bcbabacababaca,bc
bacbaccabacabacabac,b
acabacacabacabacabac,ac
bcabcacabab,bc
abcabcababacbabacacb,ab
abbaccabaca,ab
cabacbbbaba,c
bcabacabacabacabacabacbb,bc
bcacbacb,b
abcabacabacabacacaba,a
abcabcabcabcabcabacabacab,a
bacbacbabacaba,ab
bacabca,b
bacabacabacabacabacabacaba,b
cabcacabacbbabaca,c
abcabacabacabbba,a
bacbacacababac,ab
acabacabacabacabacacba,ac
bcabbaccaba,bc
abcabacacabacac,a
acbacbacacbc,ac
cabcabcababacbba,c
babacababacaba,ab
cabcabcabcabcabaca,c
bcabcabcabcabcabacabacab,bc
abbacabacabacabacb,a
cabacabacabbba,c
abacabbabacabacaba,ab
cabbcab,ac
abacbbabacbba,ab
acbacbacabacabacabacabaca,ac
abcabcbbab,ab
cbabacababac,c
abababa,ab
acbacababacac,a
bacabacabacacabacabac,b
abacababacacb,ab
abcabcabacbbbaba,ab
abcabacabacbac,a
cbacabacabacbac,bc
bcababacababacabac,bc
ccabcabacabacacb,ac
cbbabacababacab,c
accbbabacb,a
bacabacabacabacababac,b
cabacababacababa,c
cbacabacabacabacabacba,bc
baccbbabac,ab
bacabacabacabacabcabaca,b
abacabacacbacabacabacabacb,ab
acbaccbacba,ac
bcababacabacbba,bc
bbacabacacb,abc
abcabcabbaba,ab
bcabcababacababa,b
bcabcabbacabacb,bc
abacababacabacabacabac,ab
ababacababacbb,ab
cbacbbbacab,c
bacbacbacabacabacaba,b
cabcabacababacabaca,ac
cabacabacabacababacaba,c
cabbacbabacabac,ac
bbacacabac,abc
ccabacabacba,abc
cbacbacbbb,c
bcabcabcabcabacba,b
acbacababacabacabab,a
abcababacabacababa,a
ababacababacba,ab
cabcabcabacababaca,c
cabcabbacabba,c
cabcabacabacabb,ac
bbacbbabacaba,abc
abacabbabacabac,ab
abcabcababacabacaba,ab
bcabcabacabacacabac,b
bacbbabacababacaba,b
acbacbacbacbaccab,a
cbacbacbaccbb,c
cbacababacabacaba,bc
abcabacbacbaba,a
bcbabacabacb,bc
bacbacbaccabacabacba,ab
abcabacabacababacb,a
acbacababacababaca,a
cabacabacabacbabacaba,c
cbacbacbacbacbacbacbacbacabac,c
abbacabacabacabacab,a
cabacacababaca,c
ababacababacaba,ab
cabcabacabbabacab,ac
bcbabacabacacaba,bc
baccabacbbabacab,ab
abacabacabacbaca,ab
bcabacabbab,bc
bbbacabacba,b
cbacacabbb,bc
ccabacabacac,abc
cbacbacbacabacacbb,bc
cbacacabacabacabacaba,bc
abcabcabacbaba,ab
bacbacbacbacbacbacbacabacabaca,b
bcabcabcabacabacabacb,bc
abacabbbab,ab
bacababacaca,b
acbabacac,ac
acbacbacabacabacabacab,ac
bacabacabacabbaba,b
abcababacbabacaba,a
bacbacabacababacaba,ab
cabcabcacaba,ac
bbbabaca,ab
cbacacabacabacac,bc
bacabacacabacabacab,b
bcabcabcabcabcabacb,bc
acbcabacaba,a
cabbacabacabacabacb,ac
cabcabcabcabcabacabaca,c
cabcabcabacabacababa,c
acbaccbacabacabacabacabac,ac
cabacabacabacabacabbb,c
cbacabacababacabacb,bc
abbabacabacabacaba,ab
bcacabacabacab,b
abacabacabacabacbac,ab
accbbba,a
cbacbaccbac,bc
cbaccabbb,c
acbacacbacabacab,a
bbacbbbba,abc
cbacbbbabaca,bc
bacbaccabcabaca,ab
cabacabacababacab,c
abbacabacacaba,a
cabbacabacacba,ac
abcbbabacabacabac,a
acbacbacbacabacbba,a
cabbacacba,ac
abcabcabbaccb,ab
bcabcabcabcabacabacabaca,b
cccabacabacb,c
bcababacabab,bc
bcabacabbaba,bc
acacabacacbaca,ac
acbacabacacbc,a
bcacabbb,b
cbacbacbacbacbacbb,c
cbacabacabacacabaca,bc
bcabcabcabacbba,bc
acabacacabba,ac
bbbacba,b
accacababa,ac
abbacbbab,a
cbacbacbacbacba,c
cabacacabacabacabaca,c
cbacabacacabacabacaba,bc
bcabcabacacabacabacaba,b
abacabbbb,ab
abcabcababacacb,ab
abacabacabacababacab,ab
cbacabacabacabacabbb,bc
abcabacabacabacabb,a
ccbacabacbba,bc
cbacbacbacabacabacabacba,bc
abacacababacab,ab
abacabacabacabacabacba,ab
cbacabacababacbb,bc
acabacabacabbba,ac
cbacabacabacacbb,bc
cabacabacacbac,c
cbacbacabacacabacabac,c
abacacababac,ab
cabacacabacababaca,c
bbacacabacaba,abc
abcbabacbba,a
bcabcababacabacaba,b
acabacabacabacacabacb,ac
baccbbbb,ab
abcabcbbb,ab
acabacabacabacabacbb,ac
acbacbacbacbacbacabacabaca,a
cabcabbabacab,ac
abcabacabacabacaca,a
ababacabacbacaba,ab
bcabcababacabbabacb,b
bcabacabacacabacb,bc
cbacbabacabacabac,bc
acbacabacacabacba,a
bcabacacabbba,bc
acabacabacabacabacacb,ac
cbaccacababa,bc
abcababacabacabacaba,a
cabacabacacabacabacab,c
babacabacacaba,ab
cbacbacabacacba,c
abcabbacacba,ab
abcabcabacabacabacbab,ab
abcabcabcbba,a
acbacabacbac,a
cbacabacabacabacababa,bc
acabacacabacabacabacabac,ac
cbacbaccabacacaba,bc
bacbbabacabacabaca,b
ababacabacabab,ab
cabbacbab,ac
baccabacabacabacba,ab
cbacabacabacababacb,bc
abacacbaca,ab
bcabcabbacababac,bc
cbacabacabacbabac,bc
acacabacacabacab,ac
acbacbacabacbbbba,ac
bacbacacabacaca,ab
acbacacababacab,a
baccabacacabacabac,ab
ccbabac,abc
bbabacba,ab
bcabcabacabacabacba,b
cabacbbabacab,c
cacbaba,ac
cabbacabacabb,ac
acbacbacabacababac,ac
acabacbabacacab,ac
bcabcababacabacabac,b
abcacbbab,ab
ccbacabaca,bc
bcabcabbacabb,bc
cabcabacbbba,ac
cabbacacabab,ac
bacbacabacababacabaca,ab
abacbbabacb,ab
cabacacabbb,c
bacbacbacbaccbacba,b
cbacabacacabb,bc
cbacabacbabacabacaba,bc
cabcabcabacaca,c
cabcabacabacabacabacabaca,ac
cabcabcbacabacba,c
bcabbacabacaca,b
bacabacabacabacacabac,b
baccabacabacacaba,ab
bcacabacacab,b
bacbacabacabacabacacaba,ab
ccbbb,bc
acacabacababacab,ac
cabacabacbabacabaca,c
bacabacacbacabacabaca,b
abacabacacabacabacabacaba,ab
acabacabbabaca,ac
cccabacabacab,c
bcabacabbabaca,bc
bcabbbabaca,bc
abcababacabacabac,a
cbacacabacbbaba,bc
acacabacababaca,ac
abacacbacab,ab
cabacabacabacabacacba,c
bcbacabacacaba,bc
cabcabcabcababa,ac
ccbacbacb,bc
acbaccabcaba,a
bbcabacaba,bc
cabacabacabacabacabacac,c
abacabacacbacab,ab
cabcabacabacbaba,ac
acabacabacbabacabacaba,ac
acbacbacabacabacbb,ac
cbaccabacabacacba,c
bacbacabacacabacabacb,ab
cabacabacbabaca,c
bacacababacb,b
acbacabacacabacb,a
abcabcabcabbacbb,a
abbacbbb,a
baccbacabacabac,ab
abcabcabcaca,ab
acabacabacacabacabacbb,ac
ccbcabacabacacaba,bc
abcabbacababaca,ab
cabcabcabacabacbacabacaba,c
accabbab,a
acacabacabacac,ac
ababacbbbaba,ab
cbbbabacabacb,c
abcabcbabacabacabaca,ab
abcabcbab,ab
accababacb,a
abacababacabacaca,ab
acabacababacbaba,ac
accacabab,ac
abcabcabcacabacabacb,ab
cababacbbabaca,c
acacabacabacacab,ac
abcabacabacabacabacb,a
cabacacbaca,c
bcabcabbacabacabaca,bc
abcacbbaba,ab
bacbacbacabacabacac,b
cbcabacaba,bc
bacbaccababacab,b
abcabacacababacabac,a
cbacbacacabacacab,c
bacabbabacab,b
cabacacababacab,c
abbacabacabacabacabacabac,a
cabacabacabacbaba,c
bcabcacabacabacacabaca,bc
abcacabacabacb,ab
acacabacabacababacab,ac
bcabcabcacaba,b
acbacbacabacabacacaba,ac
bcabcabacababacaba,b
ccabacabacabacabaca,abc
bcabcababacababacb,b
abcabcabcabcabcabcabacb,ab
acbaccacabacab,a
bbbacacaba,b
cabacabacabacbab,c
bacabbbab,b
cababacbabacaba,c
abacabacabacabacabacabab,ab
bcabbacacabac,b
cbacbacacbaca,c
acacabacabacabacabacba,ac
cabacabacabacacabacb,c
bbacbacacba,ab
abcabacbabacabaca,a
cbacbacabacabacabacbab,c
acbacbacabacacabacba,ac
baccabcba,b
baccbbab,ab
acbacbacabacabacbba,ac
bcabcabacabacacabacabaca,b
bacabbabacabacab,b
bcabbacbbaba,b
abcabcacabacb,a
bacabacacbac,b
bcabcabcabacbacab,bc
bacbacabacabacabb,ab
abacabacabacabacac,ab
bacabacbacba,b
bcabcabcabacabacabacabacb,bc
cabcacababac,c
acbacbacbacbacbacbacbac,a
acacabbbba,ac
cbacabacbabaca,bc
bacbacbacbacabacabab,ab
accacbaca,ac
bacbaccabacacab,b
abcabcabbacabacabaca,a
acababacababacab,ac
bcabacabacababacabacab,bc
babacacbacaba,ab
acbacabacababacabac,a
cabcabcbacb,c
bacabacabacabacabacbac,b
cbacacababacabacabac,bc
cbacbaccabacababac,bc
cbacbacbacbacbacbacbac,c
abcabacabacabacacabaca,a
cbacbacabacabacabacb,c
cabcabacabacabacbb,ac
cabbbabacb,c
bcbacabba,bc
acbacabacabacbabac,a
accabcababa,ac
bacbacbaccabbacab,b
cbacabacacbacab,bc
abbacabacababa,a
cabcabcabacabacbacabaca,c
acbacbaccabb,a
abcacabacabacbabac,ab
bacbacabacbab,ab
bcabacacabacabacabac,bc
bacabacacbbab,b
cbacbacabacabacababac,c
accacabacabacb,ac
cbaccabbba,c
bacbacbaccbac,ab
cbabacabacbb,c
acabcba,ac
cbacbacbacbbbbba,c
bacbacbacabacabacabacabacabaca,b
bacacabacabacbba,b
accabacabacacabacaba,a
baccabacacabaca,ab
bacbbbacb,b
acababacabacacab,ac
abbabacabacabacab,ab
bbcbabaca,bc
abcabacbacabaca,a
abcacabacabacacb,ab
abcbacabb,a
bcabbacababaca,b
acababacabab,ac
cabacacabacacabacb,c
abcbacabacacaba,a
abcabbabacabbb,a
cbacbaccabacabac,bc
cbbbacababaca,bc
cabcbacabacababa,ac
cbacabacbabacac,bc
cbacbacabbba,c
cbacabacabacabacabacabacabac,bc
acabacabacacabacabacab,ac
cababacabacabb,c
ababacbbabacba,ab
abcabbacacaba,ab
abbabacabb,ab
abcabacabacabacacab,a
acabacabca,ac
cbacbaccacabaca,c
abcabacabacacabacaba,a
cabbabacabacaba,c
cbacababacababaca,bc
acabacabacacababa,ac
accabacbabacba,a
bcabacabacabbba,bc
acabacabacabbabacab,ac
cbaccbacabba,c
abbacacabaca,a
cabbacabacabacabacaba,ac
baccabbacab,b
bcabcabbacabacaca,bc
abacabacabacabacbbb,ab
abcabcabacbacb,ab
cacababacacabac,ac
cabcabcababacabacaba,c
cabcabcabacbab,c
cabacabacbbb,c
abcabcabcabacabacabacababac,a
cabacababacacaba,c
cbacabacacabacabacab,bc
bacbacabacacabacabba,ab
accabacababacab,a
cbbabacabacabacab,c
cbacababacababa,bc
cabcabcbaba,c
cbabacabacacb,c
abcabacabacababacab,a
cabacabacabacababac,c
bacbacababacababac,ab
acabbbabac,ac
cababacabacabacabacaba,c
acbbabacbb,ac
abcabcabcabbacabaca,ab
acababacabacabacba,ac
bacbacbbaba,ab
abcabcababacba,ab
abacbacbbaba,ab
acbabacabacabacab,ac
bcababacabacabaca,bc
bacbacbacbacabacab,ab
acabacabacbab,ac
abacababacacabac,ab
cabbacabbb,ac
cacabacacababac,ac
cabcbbabac,ac
bcbabacabacbba,bc
baccababacabacababa,ab
bcbabacbabac,bc
cabacacabacbb,c
cabbabacba,c
cbacbacbbab,c
abcabcacababa,a
cabcabcbacabaca,c
ababacabacabacabaca,ab
bacbacbacbacbacbaccab,b
cabcabacababacabacabaca,ac
baccbacabacacb,ab
acbacbacacababacabac,ac
bcabcacabacaba,bc
baccbacabacabacab,ab
acbaccbacabac,ac
cabacabacbbabac,c
acacabacabacacabaca,ac
acabacbacabac,ac
cababacabacabacabacacab,c
cbacabacacbacabacabacba,bc
cabcababacabacabab,ac
cabcacabacacab,c
acbcababacabacb,a
acbacbbabacabacabac,a
cbacabacabbb,bc
abacbbabacacaba,ab
acbacbbabacab,a
cababacbbabac,c
cababacabacabacabaca,c
ccacabacba,ac
cabcabacabacababacb,ac
cbacbabacacba,bc
bacbacbacbacbacc,b
baccabacababacb,ab
ccacabacabab,ac
cabcabacabacabacacabaca,ac
abcbacabacabacabac,a
acababacabacabacabacab,ac
abcacabacbac,ab
bacabacabbabaca,b
accabacabacbac,a
bcababacacabacb,bc
abcabcabcabcabacabac,ab
acbacbacabacabacabacababa,ac
acacabacabacabacabacababaca,ac
acbacacabacbba,a
cabcababacabb,ac
abcabacabacbabacb,a
bcababacabacabacabaca,bc
bacbacacabacabacb,ab
acabc,ac
accabbacabac,ac
abbabacbab,ab
cabcacababa,c
cabacabbbba,c
accabacbaba,a
bacbacabacacabacaba,ab
cabacacabacacab,c
bcabacacabacabaca,bc
ababacabacabbb,ab
cbacabacababacabacba,bc
bcabcabacbabaca,b
cbacbacbabaca,c
bacbacbacbacbaccab,b
bcabcabcbacabacabacba,bc
bcabbbabac,bc
bacbacbacbacbacabacacb,b
ccabcabacab,ac
cabbacbbaba,ac
ccabacabba,abc
abcabacabacabacacbacab,a
cabacbacba,c
bcacabacbacba,b
acbacacababacabac,a
abacabacbabacb,ab
bacbacbacbacaca,ab
cbacabacabacacbacab,bc
ababacabacacb,ab
cabcabacbabacabac,ac
acbacabacabacabacabacb,a
bcabacbacbb,bc
bacabbbabac,b
bcabcabcababacabacb,bc
bacbacacabacabbba,ab
abcabacabacabacbbba,a
abcabcabcabcabcabbac,a
abcabcabbacabaca,a
cabcabbacabacabacab,c
abcabcabcabcbaca,ab
acbacbacbacca,a
cbacabacababacba,bc
bcabcabbacacab,bc
cabacbacbabac,c
abbacabacacabacabacababacbba,a
cbacbacbacabacabacaca,bc
acbacbbbacabacabac,ac
cabacacac,c
cbacbacbacbacbacbacabaca,c
abcabacabacababacaba,a
cbacabcabacabaca,bc
bacbacbacbacbacabacabac,b
ccbacababa,bc
baccabacabacabab,ab
baccabacbaba,ab
bacbacabacabacababa,ab
ccacababaca,ac
accacbacabaca,ac
acacabacabacacba,ac
acbacabacbbba,a
acbacbacabbba,ac
acababacabb,ac
bcabacacabacabacabacaba,bc
bcabbacabacacab,b
cabacabacbaba,c
cbbbabac,c
cabcabacababacabacb,ac
acbacbacababacab,ac
cbacacbab,bc
bacbacababacabacaba,ab
cbacbacabacacac,c
bcabcababacacb,b
bacabacabacabacabbba,b
acbbabacabacba,ac
cbabacabab,c
bacbacbacbab,b
cbaccabbaca,bc
bcabcabbabac,b
cbabacacabac,c
abacabcab,ab
baccbabacb,ab
abcabacabbbaba,a
abcabcbabac,ab
bacbacbacabacabacab,b
cbacbacacbb,c
acabacabacbbba,ac
bacbacabacabacacaba,ab
bcacababa,b
bbacbacacb,ab
acbacabacbaba,a
cabcabbacabacaca,c
cbaccabacacabaca,c
bacbbcaba,ab
ccabbbaba,abc
abacabacabacbac,ab
abcabcabacabbba,ab
acbacbacbacbacbacbaca,ac
abcababacabacacab,a
acbacbacbacbacbacbacacaba,ac
bacacabacababac,b
cabcabacbcabacabacabaca,ac
abcabcabacabacacba,ab
bcabacabacabacabbba,bc
accbabacab,a
acabacacabacbabacabacacaba,ac
cabacabacbabac,c
acbacababacba,a
acbacabacbbabaca,a
bcabcbacabab,b
bcabcabbacababaca,bc
abcabacababacabaca,a
bacabacabacabacacabaca,b
abcabbabacaba,a
bacbacbacababacabacb,b
cabcabcababacb,c
cbaccabacabacababac,c
acacabacabacbb,ac
ababacabacbaca,ab
bcabcabcbacabaca,bc
bcabacababacababacba,bc
cbacbbbb,c
bacabacabacababacabac,b
bcabcabcabcabaca,b
cbacbbacabac,bc
cbacbacbacacababaca,bc
cbacabacabacacbacabacabac,bc
acabacbabacba,ac
ccbcbb,bc
bacababacacabacaba,b
cbacbbbab,bc
cbacacbacabacaba,bc
bbabacabb,ab
abcabacbacabac,a
acababacabacac,ac
abcabcabcacb,ab
cbbabacabacabaca,c
cabacabacabacbcb,c
abacabacbacabac,ab
cbacbaccacabacb,c
bacabacabacbab,b
acbacbacabacacabaca,ac
cbacbacabbabac,c
abacabacabacbabacab,ab
abacacbbbb,ab
bcabacabacabacabacabacaba,bc
cbaccababaca,c
cababacababac,c
abcabbacabacacb,ab
acbacbacabacabacabacba,ac
acabacacbabaca,ac
bcbbabacba,bc
acacbacabacabaca,ac
acacabacabacabacb,ac
cabcabacabacababacbb,ac
accacabba,ac
cabcacbba,c
bcabcabcbaba,bc
bcabcabacabbabacb,b
cbabacabacac,c
cabcabacabacabacabacabacaba,ac
bcabcabcabacacba,bc
cabcabcabacacabacabacab,c
abcabbaccb,a
cabacabacabacababacabacba,c
acbaccbabacabac,ac
abcabbabacb,a
bacabacabacacbba,b
bacabacbbabacabaca,b
cabacabacacabacabacba,c
acbacacbacabac,a
acbacabacacbacb,a
cabacbabacabaca,c
cbacacbacbba,bc
acabacbabacabaca,ac
abcabbacacabacb,ab
bcabbacabacbb,b
bcabbaccaca,b
ccbcacba,bc
acbacababacababacb,a
bcababacababaca,bc
cbacacabacbbbb,bc
acabca,ac
bcabcabcabbacabaca,b
cabcabacabacabacabacba,ac
abbacabacabacacab,a
bbabacabacabacab,ab
acabacacbaca,ac
cabacbbabacaba,c
bacababacabacacb,b
accababacac,a
accabacabbba,a
bacbacbacbacabacabacabac,ab
ccacabb,ac
ababba,ab
acbacbc,ac
cabcabbacabacabaca,c
cabcabcabcbb,ac
acabbbabacab,ac
cabcabcababacabacab,c
bacbacbacacabacabacaba,b
cbacbacabacabacaca,c
abcabcabcabcabacbba,ab
ccabcabacba,ac
acbacbacbacbacba,a
cbacbacbacabacacababaca,bc
cabacacabba,c
ccabbba,abc
abacabacababacabaca,ab
abcabcabcabcabaca,ab
cabcabacbbbab,ac
bacbabacbb,b
acacabbab,ac
acabacabacacabacaba,ac
bacbaccbacabac,b
accabacabacabacabab,a
bacbacbacabacacaba,b
abbacabacbacabac,a
acabacabacbabacab,ac
abbabacabacab,ab
abcabcabcbacb,a
abacbacabacba,ab
ccacabacabacba,ac
baccabacbbabaca,ab
acacbbba,ac
cababacabacaca,c
bcabbacacabacab,b
cbaccabcab,c
cabcabcabcabacababaca,ac
babacabacbba,ab
cabcbacabacb,ac
abacabacacabba,ab
bacbacbabacabacab,ab
cbacacabacababacabacabac,bc
abcabbacabacabacabac,ab
cbacbaccacab,c
acbaccabacacabacab,ac
cbacbacabacacabac,c
accabacbbabac,a
bacbacbabacb,ab
bcabcabcabacabba,bc
accbabacabaca,a
cbacbacbacabacbab,bc
ababacabacabacabacabaca,ab
cabcabcabcbac,ac
bacbacacabacba,ab
bcabcbabacba,b
abacabacabacbacaba,ab
abcabacabacabacbba,a
bacbacbbb,b
acbacacbaba,a
acbacbacacabacabaca,ac
cabcabcabcabacbaca,ac
acbaccacabacabaca,a
bacbacbacabb,b
bcabcabacbbabaca,b
cbacbaccabacabacba,bc
cabcabacbabacab,ac
bacabacacbbbabacab,b
accababacabacabacabacaba,a
cbacabacacbacb,bc
baccabacacabac,ab
cbacbaccababa,bc
cbabacababaca,c
acbacbacbacbacbacc,a
bacabacababacabacabacab,b
abcbbabacababa,a
bcabcabbaccabac,b
cabcacabacb,c
acbacabacabacabacabacabaca,a
acacabacabacaca,ac
cabcbacabacabacababac,ac
bcbacabb,bc
bacbabacabacabac,b
bcabacababacabacab,bc
abcabcabacacba,ab
bcbabacabb,bc
cabacabacabacbbabacaba,c
abacacabacbb,ab
abcabcabbabac,ab
acbacbaccababaca,a
ccabcac,abc
abcbacbb,a
cbbbacbba,bc
bacbaccabacbb,b
acabcabaca,ac
abacabacacabacbb,ab
cbacababacabab,bc
acbbabacba,ac
bacbacbacbacca,b
bacabacacabacabacaba,b
acbaccababacab,ac
acabacabbabacab,ac
bcabbacabacababac,b
abcabacabacabacabacba,a
bacabacabacabacabacabacabacabacacab,b
acabacacbacabacaba,ac
acbacbacbacbacbacbacbaca,a
bcabcabacababacabacabacab,b
acbacabacabbb,a
babacabacabacaba,ab
abcacababacb,ab
abcabacabacabacabba,a
bcabacababacabacabacab,bc
acabacabacabacabacaca,ac
abcabcbabacab,ab
baccabacacabacabacab,ab
acbacabacabacbabaca,a
abacabacabbabacabac,ab
cbaccbbab,c
ccbacbacaba,abc
bcabacabacabacacabaca,bc
bacbacbbabacab,ab
cbacbacbacacbba,bc
cbaccabacabacabacba,c
cabacabacabacabacbb,c
accabacabacabacabacabacab,a
bacabacababacabacabacabacabb,b
bcababacabacabab,bc
babacacba,ab
acacabacbabaca,ac
acabacacabacacba,ac
cabacacabacabacabacacb,c
acbacbaccbb,a
abacabacabacababacaba,ab
cabcabacbacabac,ac
cbaccabacabacaca,c
bacbabacabacbba,b
bcabcabcabcabacabacabacab,b
abacabacabacacabacacb,ab
acabacabacacabacab,ac
acabacabacabacababacaba,ac
abcabcabcabacabab,a
cacbaca,ac
bcababacabba,bc
acbacacabacababac,a
cabcabcabcabcabb,c
acababacabacba,ac
acacabacabacabacacb,ac
cabacabacabacbac,c
abcacbaba,ab
acbacbacacababaca,ac
cabacabacbacb,c
acabacabcab,ac
acbacbbbba,a
cabcc,c
cbacabacbacab,bc
bcabacabacabacbaca,bc
bacbaccbacababa,b
bacbacabc,ab
bcabcabcabcabbb,b
acbabacabacabacabaca,ac
cbbbacacb,bc
cabbacacabacbb,ac
abcabcabbacc,a
acbacbacbaccabbba,ac
acbacacbacaba,a
bbacababaca,abc
abacabacabacabacabacabacabacabac,ab
bcabacabacacabacabacab,bc
acabacabacacabacabaca,ac
cbacabacabacababacaba,bc
ababacabacabacacab,ab
